School Year,Topic,Grade,District,District Name,Proficient,Total,% Proficient,Proficient Category,District Office Location
(43.388056968, -93.945080272)"
2007,Math,11,4043,Maquoketa Valley,64,76,84.2,80.1 - 90%,"112 3rd Street
Delhi, Iowa 52223
(42.426189723, -91.33077292)"
2011,Math,11,6592,Van Buren,51,65,78.5,70.1 - 80%,"405 4th Street
Keosauqua, Iowa 52565
(40.730522915, -91.966792153)"
2012,Reading,11,0936,Camanche,52,65,80.0,70.1 - 80%,"702 13th Ave
Camanche, Iowa 527301772
(41.78497779, -90.25908233)"
2003,Math,11,0063,Akron Westfield,36,47,76.6,70.1 - 80%,"850 Kerr Dr
Akron, Iowa 51001
(42.832823680001, -96.55041296)"
2013,Math,8,6983,West Lyon,46,55,83.6,80.1 - 90%,"1787 182nd Street
Inwood, Iowa 51240
(43.302157276, -96.443976618)"
2008,Reading,7,3312,Keokuk,96,145,66.2,60.1 - 70%,"1721 Fulton St
Keokuk, Iowa 52632
(40.408591789, -91.388112888)"
2008,Reading,7,5895,Seymour,11,15,73.3,70.1 - 80%,"100 South Park
Seymour, Iowa 52590
(40.681343501, -93.116359634)"
2008,Reading,6,1926,Durant,36,43,83.7,80.1 - 90%,"408 7th Street
Durant, Iowa 52747
(41.603403343, -90.913637233)"
2006,Math,7,0585,Bellevue,38,50,76.0,70.1 - 80%,"1601 State St
Bellevue, Iowa 520310976
(42.253924855, -90.441917063)"
2010,Reading,3,1701,Denison,69,107,64.5,60.1 - 70%,"819 N 16th St
Denison, Iowa 51442
(42.026357151, -95.348689731)"
2006,Math,5,3600,Le Mars,131,161,81.4,80.1 - 90%,"940 Lincoln Street SW
Le Mars, Iowa 51031
(42.781304542001, -96.181023216)"
2008,Math,6,0657,Eddyville-Blakesburg,20,23,87.0,80.1 - 90%,"222 Walnut
Eddyville, Iowa 52553
(41.1565658, -92.637079862)"
2011,Math,8,5724,Ruthven-Ayrshire,13,15,86.7,80.1 - 90%,"1505 Washington St
Ruthven, Iowa 51358
(43.131108351, -94.899973418)"
2010,Reading,11,5949,Sheldon,74,81,91.4,90.1 - 100%,"1700 East Fourth Street
Sheldon, Iowa 51201
(43.184700136, -95.83483316)"
2008,Math,6,2457,George-Little Rock,25,33,75.8,70.1 - 80%,"500 E Indiana Ave
George, Iowa 51237
(43.34142499, -95.997689525)"
2009,Math,6,3816,Lone Tree,31,37,83.8,80.1 - 90%,"303 S Devoe St
Lone Tree, Iowa 52755
(41.48488149, -91.425737073)"
2013,Math,3,2151,Exira,,,,Not Reportable,"105 East School Street
Exira, Iowa 500760335
(41.58636295, -94.874560332)"
2006,Math,8,6990,West Sioux,36,53,67.9,60.1 - 70%,"1300 Falcon Drive
Hawarden, Iowa 51023
(43.000411157, -96.473901123)"
2010,Math,7,6095,South Hamilton,45,53,84.9,80.1 - 90%,"315 Division St
Jewell, Iowa 50130
(42.302508521, -93.644936609)"
2006,Reading,11,2846,Harris-Lake Park,23,25,92.0,90.1 - 100%,"905 South Market
Lake Park, Iowa 51347
(43.448198369, -95.323785409)"
2010,Math,6,1218,Clay Central-Everly,16,19,84.2,80.1 - 90%,"401 Church Street
Royal, Iowa 51357
(43.062450858, -95.285652829)"
2013,Math,5,1107,Chariton,79,100,79.0,70.1 - 80%,"140 East Albia Road
Chariton, Iowa 50049
(41.007192693, -93.292130564)"
2010,Math,7,4518,Moulton-Udell,,,,Not Reportable,"305 E 8th
Moulton, Iowa 52572
(40.68897702, -92.675134563)"
2011,Reading,7,5994,Sibley-Ocheyedan,40,61,65.6,60.1 - 70%,"120 11th Ave NE
Sibley, Iowa 51249
(43.404609745, -95.736403645)"
2011,Math,4,6175,Starmont,28,29,96.6,90.1 - 100%,"3202 40th St
Arlington, Iowa 50606
(42.687587157, -91.649580492)"
2010,Reading,11,7083,Woden-Crystal Lake,24,27,88.9,80.1 - 90%,"120 East Fifth Street
Crystal Lake, Iowa 50432
(43.220050907, -93.791378898)"
2013,Reading,5,0225,Ames,209,247,84.6,80.1 - 90%,"415 Stanton Ave
Ames, Iowa 50014
(42.017921297001, -93.648547461)"
2013,Reading,5,1215,Clarksville,14,23,60.9,60.1 - 70%,"318 N Mather
Clarksville, Iowa 506190689
(42.787370153, -92.666493391)"
2010,Reading,3,1211,Clarke,58,84,69.1,60.1 - 70%,"802 North Jackson
Osceola, Iowa 50213
(41.040554858, -93.76950396)"
2010,Math,4,5751,St Ansgar,41,45,91.1,90.1 - 100%,"206 E 8th
St. Ansgar, Iowa 50472
(43.374941039, -92.917529642)"
2013,Reading,4,6512,Twin Cedars,14,22,63.6,60.1 - 70%,"2204 Highway G71
Bussey, Iowa 50044
(41.219053532, -92.926871056)"
2007,Math,8,3798,Logan-Magnolia,43,60,71.7,70.1 - 80%,"1200 N 2nd Ave
Logan, Iowa 515461060
(41.652914138, -95.789064186)"
2012,Math,3,5328,Prescott,,,,Not Reportable,"813 1st Street
Prescott, Iowa 50859
(41.025083669, -94.608710706)"
2012,Math,3,5607,Rock Valley,34,45,75.6,70.1 - 80%,"1712 20th Avenue
Rock Valley, Iowa 51247
(43.207299672, -96.288093242)"
2006,Reading,4,0513,Baxter,20,24,83.3,80.1 - 90%,"202 E State
Baxter, Iowa 50028
(41.826357902, -93.149370912)"
2008,Math,7,2511,Glenwood,123,151,81.5,80.1 - 90%,"103 Central St
Glenwood, Iowa 51534
(41.039937216, -95.737418969)"
2007,Reading,11,4527,Mount Ayr,35,44,79.6,70.1 - 80%,"1001 E Columbus St
Mount Ayr, Iowa 50854
(40.718249217, -94.227191155)"
2008,Reading,3,1968,East Marshall,46,54,85.2,80.1 - 90%,"204 West Center
Gilman, Iowa 50106
(41.880197117, -92.790241544)"
2013,Reading,4,1854,Dows,,,,Not Reportable,"404 Park Ave
Dows, Iowa 50071
(42.658427509, -93.506342149)"
2012,Reading,7,1350,Collins-Maxwell,23,33,69.7,60.1 - 70%,"400 Metcalf
Maxwell, Iowa 50161
(41.890831616, -93.396984123)"
2011,Reading,3,2754,Guthrie Center,27,34,79.4,70.1 - 80%,"906 School St
Guthrie Center, Iowa 50115
(41.668573446, -94.496718313)"
2011,Math,6,4554,Mount Vernon,82,96,85.4,80.1 - 90%,"525 Palisades Rd SW
Mount Vernon, Iowa 52314
(41.917657799, -91.427700562)"
2006,Math,3,6460,Tri-Center,35,55,63.6,60.1 - 70%,"33980 310th Street
Neola, Iowa 515595183
(41.504274393, -95.594185677)"
2013,Math,8,0977,Cardinal,27,41,65.9,60.1 - 70%,"4045 Ashland Rd
Eldon, Iowa 52554
(40.960448077, -92.237423973)"
2009,Reading,6,4536,Mount Pleasant,83,152,54.6,50.1 - 60%,"307 E. Monroe, Suite 201
Mount Pleasant, Iowa 52641
(40.9662821, -91.550284312)"
2007,Reading,7,0918,Calamus-Wheatland,28,42,66.7,60.1 - 70%,"110 E Park Rd
Wheatland, Iowa 52777
(41.836840627, -90.839888435)"
2008,Math,5,5724,Ruthven-Ayrshire,11,11,100.0,90.1 - 100%,"1505 Washington St
Ruthven, Iowa 51358
(43.131108351, -94.899973418)"
2010,Reading,5,0355,Ar-We-Va,14,18,77.8,70.1 - 80%,"108 Clinton St
Westside, Iowa 51467
(42.075192007, -95.100777451)"
2010,Reading,11,1908,Dunkerton,23,31,74.2,70.1 - 80%,"509 Canfield
Dunkerton, Iowa 506260308
(42.570421363, -92.16073953)"
2010,Math,5,4023,Manson Northwest Webster,31,36,86.1,80.1 - 90%,"1016 Main Street
Manson, Iowa 505630387
(42.52976027, -94.534288056)"
2005,Math,8,3420,Lake Mills,45,52,86.5,80.1 - 90%,"102 S 4th Ave E
Lake Mills, Iowa 50450
(43.415622304, -93.532427647)"
2007,Reading,6,0261,Ankeny,383,503,76.1,70.1 - 80%,"306 SW School Street
Ankeny, Iowa 50023
(41.729421311, -93.603308286)"
2010,Math,8,1062,Center Point-Urbana,87,95,91.6,90.1 - 100%,"102 Trader
Center Point, Iowa 522130296
(42.187011739, -91.784729321)"
2010,Reading,5,1053,Cedar Rapids,859,1115,77.0,70.1 - 80%,"2500 Edgewood Rd NW
Cedar Rapids, Iowa 52405
(42.005140877, -91.707720184)"
2006,Reading,3,6983,West Lyon,46,48,95.8,90.1 - 100%,"1787 182nd Street
Inwood, Iowa 51240
(43.302157276, -96.443976618)"
2010,Math,7,5976,Shenandoah,57,75,76.0,70.1 - 80%,"304 West Nishna
Shenandoah, Iowa 51601
(40.757264109, -95.368784667)"
2014,Reading,6,3042,Hudson,39,48,81.3,80.1 - 90%,"136 S. Washington
Hudson, Iowa 50643
(42.401833833, -92.453961118)"
2009,Math,6,3029,Howard-Winneshiek,72,87,82.8,80.1 - 90%,"1000 Schroder Dr
Cresco, Iowa 52136
(43.373466402, -92.102994733)"
2012,Reading,6,5976,Shenandoah,48,67,71.6,70.1 - 80%,"304 West Nishna
Shenandoah, Iowa 51601
(40.757264109, -95.368784667)"
2006,Math,3,0153,Allison-Bristow,16,18,88.9,80.1 - 90%,"513 Birch
Allison, Iowa 50602
(42.755548739, -92.800357426)"
2014,Reading,8,6615,Van Meter,53,58,91.4,90.1 - 100%,"520 1st Ave
Van Meter, Iowa 50261
(41.529258443, -93.953005731)"
2008,Math,7,2205,Farragut,12,17,70.6,70.1 - 80%,"907 Hartford Ave
Farragut, Iowa 51639
(40.72268279, -95.480926744)"
2011,Math,7,6030,Sioux Center,53,56,94.6,90.1 - 100%,"550 9th St NE
Sioux Center, Iowa 51250
(43.086406873001, -96.168600466)"
2009,Reading,8,2457,George-Little Rock,28,31,90.3,90.1 - 100%,"500 E Indiana Ave
George, Iowa 51237
(43.34142499, -95.997689525)"
2008,Reading,4,2826,Harlan,91,109,83.5,80.1 - 90%,"2102 Durant
Harlan, Iowa 51537
(41.656723593, -95.337794249)"
2012,Math,5,5328,Prescott,,,,Not Reportable,"813 1st Street
Prescott, Iowa 50859
(41.025083669, -94.608710706)"
2013,Math,6,4356,Missouri Valley,40,55,72.7,70.1 - 80%,"109 East Michigan Street
Missouri Valley, Iowa 51555
(41.559428362, -95.894151136)"
2013,Reading,4,1782,Diagonal,,,,Not Reportable,"403 W 2nd Street
Diagonal, Iowa 508450094
(40.807432521, -94.342395158)"
2004,Math,4,1953,Earlham,36,51,70.6,70.1 - 80%,"535 N Chestnut Ave
Earlham, Iowa 50072
(41.495707827001, -94.12303199)"
2003,Math,8,5163,Pekin,31,50,62.0,60.1 - 70%,"1062 Birch Ave
Packwood, Iowa 525808542
(41.153002366, -92.159172999)"
2006,Math,6,2834,Harmony,19,24,79.2,70.1 - 80%,"602 Eighth Street
Bonaparte, Iowa 52620
(40.704120087, -91.800954708)"
2004,Math,11,1972,Eastern Allamakee,34,45,75.6,70.1 - 80%,"569 Center St.
Lansing, Iowa 52151
(43.360850761, -91.220915804)"
2010,Reading,4,7110,Woodward-Granger,38,50,76.0,70.1 - 80%,"306 W 3rd St
Woodward, Iowa 50276
(41.855671951, -93.925557162)"
2009,Reading,3,5724,Ruthven-Ayrshire,13,16,81.3,80.1 - 90%,"1505 Washington St
Ruthven, Iowa 51358
(43.131108351, -94.899973418)"
2014,Reading,10,3798,Logan-Magnolia,33,37,89.2,80.1 - 90%,"1200 N 2nd Ave
Logan, Iowa 515461060
(41.652914138, -95.789064186)"
2007,Math,11,1719,Denver,54,58,93.1,90.1 - 100%,"520 Lincoln Street
Denver, Iowa 50622
(42.668694447, -92.331104046)"
2011,Math,3,6854,Wayne,31,35,88.6,80.1 - 90%,"102 N Dekalb Street
Corydon, Iowa 50060
(40.757883329, -93.320404615)"
2006,Math,6,3906,Lynnville-Sully,29,40,72.5,70.1 - 80%,"12476 Hwy F62 E
Sully, Iowa 502510210
(41.581097841, -92.85371067)"
2008,Reading,6,0333,Armstrong-Ringsted,20,26,76.9,70.1 - 80%,"600 4th Ave
Armstrong, Iowa 50514
(43.398390173, -94.480124267)"
2012,Reading,7,1093,Central Decatur,31,49,63.3,60.1 - 70%,"1201 NE Poplar
Leon, Iowa 501441246
(40.748150523, -93.7430749)"
2013,Math,3,5160,PCM,50,58,86.2,80.1 - 90%,"400 E Hwy 163
Monroe, Iowa 50170
(41.516807129, -93.098919286)"
2014,Math,3,3105,Independence,73,80,91.3,90.1 - 100%,"1207 1st St W
Independence, Iowa 50644
(42.468517757, -91.907844879)"
2014,Reading,8,6992,Westwood,26,35,74.3,70.1 - 80%,"1000 Rebel Way
Sloan, Iowa 51055
(42.228917062, -96.217814827)"
2003,Reading,4,0594,Belmond-Klemme,48,53,90.6,90.1 - 100%,"411 10th Ave NE
Belmond, Iowa 504211698
(42.848954097001, -93.603450386)"
2012,Math,11,3537,Laurens-Marathon,21,24,87.5,80.1 - 90%,"300 W. Garfield St.
Laurens, Iowa 50554
(42.851969775001, -94.851382616)"
2014,Math,5,6937,West Burlington,45,55,81.8,80.1 - 90%,"607 Ramsey St
West Burlington, Iowa 52655
(40.820228036, -91.159167305)"
2012,Math,11,6165,Stanton,17,18,94.4,90.1 - 100%,"605 Elliott Street
Stanton, Iowa 51573
(40.984178043001, -95.100395388)"
2011,Math,3,0414,Audubon,27,32,84.4,80.1 - 90%,"800 3rd Ave
Audubon, Iowa 50025
(41.714973036, -94.922657103)"
2012,Reading,8,2466,Gilbert,86,95,90.5,90.1 - 100%,"103 Mathews Dr
Gilbert, Iowa 50105
(42.106768816, -93.641641893)"
2009,Math,3,4104,Marshalltown,185,311,59.5,50.1 - 60%,"1002 SOuth 3rd Ave.
Marshalltown, Iowa 501583987
(42.036421181, -92.907823838)"
2007,Math,8,1359,Colo-Nesco,17,30,56.7,50.1 - 60%,"919 West St.
Colo, Iowa 50056
(42.011418972, -93.319132584)"
2006,Math,7,5510,Riverside,25,36,69.4,60.1 - 70%,"330 Pleasant St
Carson, Iowa 51525
(41.237457777, -95.419260079)"
2013,Math,6,2097,English Valleys,27,35,77.1,70.1 - 80%,"211 S College Street
North English, Iowa 52316
(41.513765134, -92.080480579)"
2010,Reading,3,0153,Allison-Bristow,17,21,81.0,80.1 - 90%,"513 Birch
Allison, Iowa 50602
(42.755548739, -92.800357426)"
2014,Math,3,3841,Louisa-Muscatine,45,51,88.2,80.1 - 90%,"14478 170th St
Letts, Iowa 52754
(41.305574252001, -91.203933542)"
2009,Reading,5,4878,Ogden,40,41,97.6,90.1 - 100%,"732 W Division
Ogden, Iowa 502120250
(42.034567065, -94.036676207)"
2008,Reading,3,2763,Clayton Ridge,30,43,69.8,60.1 - 70%,"131 S River Park Dr
Guttenberg, Iowa 520520520
(42.78584866, -91.097232817)"
2007,Math,8,0333,Armstrong-Ringsted,12,20,60.0,50.1 - 60%,"600 4th Ave
Armstrong, Iowa 50514
(43.398390173, -94.480124267)"
2012,Math,8,4777,North Linn,36,47,76.6,70.1 - 80%,"3033 Lynx Drive
Troy Mills, Iowa 523440200
(42.29278304, -91.682579925)"
2010,Reading,3,3330,Keota,14,19,73.7,70.1 - 80%,"400 N Ellis St
Keota, Iowa 52248
(41.367616835, -91.953600145)"
2006,Reading,6,2367,Fremont,,,,Not Reportable,"525 East Main Street
Fremont, Iowa 52561
(41.212602281001, -92.431703726)"
2011,Reading,5,6854,Wayne,36,47,76.6,70.1 - 80%,"102 N Dekalb Street
Corydon, Iowa 50060
(40.757883329, -93.320404615)"
2012,Reading,3,4785,North Tama County,30,34,88.2,80.1 - 90%,"605 Walnut
Traer, Iowa 50675
(42.18821933, -92.467693666)"
2011,Reading,6,0414,Audubon,28,34,82.4,80.1 - 90%,"800 3rd Ave
Audubon, Iowa 50025
(41.714973036, -94.922657103)"
2014,Reading,10,1968,East Marshall,58,68,85.3,80.1 - 90%,"204 West Center
Gilman, Iowa 50106
(41.880197117, -92.790241544)"
2006,Reading,3,1449,Corwith-Wesley,,,,Not Reportable,"408 SE Elm St
Corwith, Iowa 504300127
(42.994122937001, -93.959054133)"
2012,Math,11,7029,Williamsburg,80,86,93.0,90.1 - 100%,"810 W Walnut
Williamsburg, Iowa 52361
(41.662872606, -92.01335461)"
2014,Math,7,6992,Westwood,27,32,84.4,80.1 - 90%,"1000 Rebel Way
Sloan, Iowa 51055
(42.228917062, -96.217814827)"
2012,Reading,5,6099,South O'Brien,21,32,65.6,60.1 - 70%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916, -95.689147054)"
2011,Reading,7,6462,Tri-County,8,14,57.1,50.1 - 60%,"3003 Highway 22
Thornburg, Iowa 50255
(41.452204594, -92.334002929)"
2006,Math,5,1675,Delwood,18,21,85.7,80.1 - 90%,"311 Delmar Ave
Delmar, Iowa 52037
(42.003439992, -90.605912868)"
2014,Reading,11,4043,Maquoketa Valley,33,41,80.5,80.1 - 90%,"112 3rd Street
Delhi, Iowa 52223
(42.426189723, -91.33077292)"
2006,Reading,3,4509,Morning Sun,16,18,88.9,80.1 - 90%,"311 Division Street
Morning Sun, Iowa 52640
(41.095866365, -91.2511513)"
2014,Math,5,1782,Diagonal,,,,Not Reportable,"403 W 2nd Street
Diagonal, Iowa 508450094
(40.807432521, -94.342395158)"
2012,Math,6,7038,Wilton,33,49,67.3,60.1 - 70%,"1002 Cypress St
Wilton, Iowa 52778
(41.594973249, -91.011281286)"
2010,Reading,6,6462,Tri-County,12,18,66.7,60.1 - 70%,"3003 Highway 22
Thornburg, Iowa 50255
(41.452204594, -92.334002929)"
2010,Reading,4,1116,Charles City,75,94,79.8,70.1 - 80%,"500 N Grand Ave
Charles City, Iowa 50616
(43.067399999, -92.672481029)"
2007,Reading,5,3691,North Cedar,59,69,85.5,80.1 - 90%,"102 E North Street
Stanwood, Iowa 523370247
(41.894378249, -91.152841019)"
2008,Reading,4,6615,Van Meter,41,44,93.2,90.1 - 100%,"520 1st Ave
Van Meter, Iowa 50261
(41.529258443, -93.953005731)"
2010,Reading,4,1576,Dallas Center-Grimes,128,144,88.9,80.1 - 90%,"1414 Walnut St, Ste. 200
Dallas Center, Iowa 50063
(41.684340466, -93.961457206)"
2007,Math,7,1953,Earlham,44,53,83.0,80.1 - 90%,"535 N Chestnut Ave
Earlham, Iowa 50072
(41.495707827001, -94.12303199)"
2006,Reading,11,6175,Starmont,41,47,87.2,80.1 - 90%,"3202 40th St
Arlington, Iowa 50606
(42.687587157, -91.649580492)"
2012,Math,7,5325,Prairie Valley,39,53,73.6,70.1 - 80%,"1005 Riddle St
Gowrie, Iowa 505430049
(42.279828039, -94.294697555)"
2006,Reading,6,1737,Des Moines,1127,1947,57.9,50.1 - 60%,"901 Walnut Street
Des Moines, Iowa 50309
(41.584997496, -93.62919604)"
2012,Math,4,5283,Pocahontas Area,22,28,78.6,70.1 - 80%,"202 1st Ave SW
Pocahontas, Iowa 50574
(42.731606628, -94.673350034)"
2014,Math,5,6561,United,18,23,78.3,70.1 - 80%,"1284 U Ave
Boone, Iowa 500360589
(42.024939033, -93.776725302)"
2009,Reading,8,4776,North Mahaska,38,47,80.9,80.1 - 90%,"2163 135th St
New Sharon, Iowa 502070089
(41.458931622, -92.649667528)"
2006,Reading,11,2709,Grinnell-Newburg,122,130,93.9,90.1 - 100%,"927 4th Ave
Grinnell, Iowa 50112
(41.743268012001, -92.722920631)"
2005,Reading,11,0126,Algona,80,98,81.6,80.1 - 90%,"600 S. Hale Street
Algona, Iowa 50511
(43.064591468, -94.223225436)"
2013,Reading,3,4104,Marshalltown,221,314,70.4,70.1 - 80%,"1002 SOuth 3rd Ave.
Marshalltown, Iowa 501583987
(42.036421181, -92.907823838)"
2007,Math,3,1080,Central,31,40,77.5,70.1 - 80%,"400 1st Street NW
Elkader, Iowa 52043
(42.856201646001, -91.407684887)"
2008,Math,7,6219,Storm Lake,83,125,66.4,60.1 - 70%,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.642078939001, -95.200823167)"
2006,Reading,4,0846,Brooklyn-Guernsey-Malcom,29,37,78.4,70.1 - 80%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081, -92.445467302)"
2006,Reading,8,1476,Council Bluffs,413,685,60.3,60.1 - 70%,"300 W Broadway
Council Bluffs, Iowa 51503
(41.260936672, -95.848610653)"
2009,Reading,7,0882,Burlington,185,270,68.5,60.1 - 70%,"1429 West Ave
Burlington, Iowa 52601
(40.799648151001, -91.115081638)"
2007,Reading,4,1215,Clarksville,18,23,78.3,70.1 - 80%,"318 N Mather
Clarksville, Iowa 506190689
(42.787370153, -92.666493391)"
2009,Reading,5,1965,East Central,25,30,83.3,80.1 - 90%,"121 S Mitchell
Preston, Iowa 52069
(42.048281617001, -90.397488025)"
2012,Math,4,0594,Belmond-Klemme,34,39,87.2,80.1 - 90%,"411 10th Ave NE
Belmond, Iowa 504211698
(42.848954097001, -93.603450386)"
2011,Reading,8,5163,Pekin,37,48,77.1,70.1 - 80%,"1062 Birch Ave
Packwood, Iowa 525808542
(41.153002366, -92.159172999)"
2009,Math,5,1337,College,246,283,86.9,80.1 - 90%,"401 76th Ave SW
Cedar Rapids, Iowa 52404
(41.905052988, -91.668080376)"
2010,Math,6,4751,Nishna Valley,25,35,71.4,70.1 - 80%,"58962 380th St
Hastings, Iowa 51540
(41.032449558, -95.460757204)"
2012,Math,11,4491,Moravia,13,19,68.4,60.1 - 70%,"505 N Trussell St
Moravia, Iowa 52571
(40.89445017, -92.818025664)"
2013,Math,7,1337,College,309,360,85.8,80.1 - 90%,"401 76th Ave SW
Cedar Rapids, Iowa 52404
(41.905052988, -91.668080376)"
2004,Math,8,4203,Mediapolis,63,74,85.1,80.1 - 90%,"725 N. Northfield
Mediapolis, Iowa 52637
(41.01322067, -91.160449839)"
2008,Math,6,4437,Montezuma,30,40,75.0,70.1 - 80%,"504 N 4th St
Montezuma, Iowa 50171
(41.591280888, -92.5235874)"
2009,Reading,5,0981,Carlisle,115,138,83.3,80.1 - 90%,"430 School St
Carlisle, Iowa 50047
(41.498433476, -93.490462462)"
2014,Math,4,1368,Columbus,27,52,51.9,50.1 - 60%,"1208 Colton St
Columbus Junction, Iowa 52738
(41.268605316, -91.367431777)"
2013,Reading,6,0977,Cardinal,29,46,63.0,60.1 - 70%,"4045 Ashland Rd
Eldon, Iowa 52554
(40.960448077, -92.237423973)"
2008,Math,3,5256,Pleasantville,31,35,88.6,80.1 - 90%,"415 Jones St
Pleasantville, Iowa 50225
(41.388307599, -93.273741299)"
2012,Reading,8,1080,Central,25,35,71.4,70.1 - 80%,"400 1st Street NW
Elkader, Iowa 52043
(42.856201646001, -91.407684887)"
2006,Math,7,0999,Carroll,104,130,80.0,70.1 - 80%,"1026 N. Adams St
Carroll, Iowa 51401
(42.071095645, -94.866259295)"
2006,Math,7,2682,GMG,35,41,85.4,80.1 - 90%,"306 Park Street
Garwin, Iowa 506329730
(42.094686311, -92.674180263)"
2013,Reading,4,0261,Ankeny,624,698,89.4,80.1 - 90%,"306 SW School Street
Ankeny, Iowa 50023
(41.729421311, -93.603308286)"
2013,Reading,5,4725,Newton,160,223,71.8,70.1 - 80%,"700 N 4th Ave E Suite300
Newton, Iowa 50208
(41.70279757, -93.04416067)"
2012,Reading,5,2349,Fredericksburg,15,24,62.5,60.1 - 70%,"401 E High Street
Fredericksburg, Iowa 50630
(42.962856553, -92.19441373)"
2007,Math,3,6561,United,16,19,84.2,80.1 - 90%,"1284 U Ave
Boone, Iowa 500360589
(42.024939033, -93.776725302)"
2013,Math,8,2124,Estherville Lincoln Central,63,90,70.0,60.1 - 70%,"1814 7th Ave S
Estherville, Iowa 51334
(43.395142349, -94.817770124)"
2008,Reading,6,1908,Dunkerton,15,29,51.7,50.1 - 60%,"509 Canfield
Dunkerton, Iowa 506260308
(42.570421363, -92.16073953)"
2012,Reading,3,7047,Winfield-Mt Union,25,29,86.2,80.1 - 90%,"208 S Olive
Winfield, Iowa 526590285
(41.126881357, -91.439346674)"
2014,Math,8,2520,Glidden-Ralston,11,18,61.1,60.1 - 70%,"602 Idaho
Glidden, Iowa 51443
(42.061401498, -94.728933805)"
2008,Reading,5,7083,Woden-Crystal Lake,,,,Not Reportable,"120 East Fifth Street
Crystal Lake, Iowa 50432
(43.220050907, -93.791378898)"
2003,Reading,11,5256,Pleasantville,34,55,61.8,60.1 - 70%,"415 Jones St
Pleasantville, Iowa 50225
(41.388307599, -93.273741299)"
2012,Reading,4,7110,Woodward-Granger,49,54,90.7,90.1 - 100%,"306 W 3rd St
Woodward, Iowa 50276
(41.855671951, -93.925557162)"
2011,Math,6,4043,Maquoketa Valley,33,50,66.0,60.1 - 70%,"112 3rd Street
Delhi, Iowa 52223
(42.426189723, -91.33077292)"
2011,Reading,8,3114,Indianola,204,232,87.9,80.1 - 90%,"1304 E 2nd Ave
Indianola, Iowa 50125
(41.357997978, -93.542849802)"
2009,Math,7,3798,Logan-Magnolia,49,52,94.2,90.1 - 100%,"1200 N 2nd Ave
Logan, Iowa 515461060
(41.652914138, -95.789064186)"
2009,Reading,4,3942,Madrid,42,52,80.8,80.1 - 90%,"201 N. Main
Madrid, Iowa 50156
(41.877793971, -93.822980389)"
2012,Reading,5,1224,Clearfield,,,,Not Reportable,"600 170th St
Clearfield, Iowa 508400099
(40.798130526, -94.474994765)"
2011,Math,4,0414,Audubon,24,28,85.7,80.1 - 90%,"800 3rd Ave
Audubon, Iowa 50025
(41.714973036, -94.922657103)"
2007,Reading,7,3816,Lone Tree,24,26,92.3,90.1 - 100%,"303 S Devoe St
Lone Tree, Iowa 52755
(41.48488149, -91.425737073)"
2007,Reading,8,3465,Lamoni,16,26,61.5,60.1 - 70%,"202 N Walnut St
Lamoni, Iowa 50140
(40.622532216, -93.935606211)"
2012,Math,5,6030,Sioux Center,50,70,71.4,70.1 - 80%,"550 9th St NE
Sioux Center, Iowa 51250
(43.086406873001, -96.168600466)"
2006,Reading,3,4043,Maquoketa Valley,41,46,89.1,80.1 - 90%,"112 3rd Street
Delhi, Iowa 52223
(42.426189723, -91.33077292)"
2012,Reading,8,0441,A-H-S-T,29,46,63.0,60.1 - 70%,"768 South Maple Street
Avoca, Iowa 51521
(41.470851307, -95.341037428)"
2012,Math,3,6961,Western Dubuque,156,181,86.2,80.1 - 90%,"310 4th Street SW
Farley, Iowa 520469513
(42.440821398, -91.010297016)"
2013,Math,4,6957,West Des Moines,542,627,86.4,80.1 - 90%,"3550 Mills Civic Parkway
West Des Moines, Iowa 50265
(41.567672939, -93.75682047)"
2008,Reading,4,5184,Perry,106,124,85.5,80.1 - 90%,"1102 Willis Ave. Ste 200
Perry, Iowa 50220
(41.838547891, -94.106322523)"
2013,Reading,4,4784,North Scott,171,202,84.7,80.1 - 90%,"251 E Iowa St
Eldridge, Iowa 52748
(41.652613393, -90.580280251)"
2010,Reading,5,0549,Bedford,32,39,82.1,80.1 - 90%,"906 Pennsylvania St
Bedford, Iowa 50833
(40.66984574, -94.72259906)"
2009,Math,6,1602,Danville,31,44,70.5,70.1 - 80%,"419 S Main
Danville, Iowa 52623
(40.860760597, -91.314672134)"
2012,Math,5,4419,MFL MarMac,44,56,78.6,70.1 - 80%,"700 S Page St
